#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-06-06T13:54:43 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-06-06T13:54:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-order=I&-out.src=J/A+A/618/A93/members&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/618/A93/members&-out=RA_ICRS&-out=DE_ICRS&-out=Source&-out=GLON&-out=GLAT&-out=plx&-out=pmRA&-out=pmDE&-out=o_Gmag&-out=Gmag&-out=BP-RP&-out=PMemb&-out=Cluster&Cluster=NGC_2632&-out=SimbadName&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/a+a/618/a93	    IVOID of underlying data collection
#INFO	creator=Cantat-Gaudin T.	    First author or institution
#INFO	cites=bibcode:2018A&A...618A..93C	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/618/A93	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36180093	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-09-30	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_618_A93_members:
#Name: J/A+A/618/A93/members
#Title: Membership probabilities of all individual stars
#Column	RA_ICRS	(F15.11)	[] Gaia DR2 right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Gaia DR2 declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Source	(I19)	Gaia DR2 source_id (source_id)	[ucd=meta.id;meta.main]
#Column	GLON	(F14.10)	[] Gaia DR2 Galactic longitude (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F14.10)	Gaia DR2 Galactic latitude (b)	[ucd=pos.galactic.lat]
#Column	plx	(F10.4)	Gaia DR2 parallax (parallax)	[ucd=pos.parallax.trig]
#Column	pmRA	(F9.3)	Gaia DR2 proper motion along RA (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Gaia DR2 proper motion along DE (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	o_Gmag	(I3)	Gaia DR2 number of G observations (phot_g_n_obs)	[ucd=meta.number]
#Column	Gmag	(F9.6)	Gaia DR2 mean G magnitude (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F9.6)	? Gaia DR2 BP minus RP colour null if missing in DR2 (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	PMemb	(F4.1)	Membership probability (proba)	[ucd=stat.fit.goodness]
#Column	Cluster	(a17)	Corresponding cluster (cluster)	[ucd=meta.id.parent]
#Column	SimbadName	(A28)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
RA_ICRS	DE_ICRS	Source	GLON	GLAT	plx	pmRA	pmDE	o_Gmag	Gmag	BP-RP	PMemb	Cluster	SimbadName	_RA.icrs	_DE.icrs
129.20189925112	+19.25735618417	 659768102641215744	206.0229067559	 31.5478543033	    5.4154	  -35.612	  -13.368	193	13.376653	 1.533624	 1.0	NGC_2632         	Gaia DR2  659768102641215744	129.20206166840	+19.25741374076
129.89791337271	+18.87682180028	 659687498990893056	206.7152074082	 32.0287570377	    5.4200	  -37.026	  -12.529	272	10.580589	 0.754297	 1.0	NGC_2632         	Gaia DR2  659687498990893056	129.89808185168	+18.87687574451
128.91713742953	+18.70782605081	 659713303154300288	206.5123307355	 31.1009765321	    5.4025	  -34.625	  -11.469	208	16.209085	 2.815957	 0.9	NGC_2632         	                            	128.91729482520	+18.70787543116
129.38765841668	+18.65428150958	 659665096441437184	206.7574732609	 31.4980517668	    5.4528	  -36.800	  -12.503	223	10.531589	 0.757409	 1.0	NGC_2632         	Gaia DR2  659665096441437184	129.38782564646	+18.65433534187
129.37238489847	+18.69313247479	 659669597567160704	206.7088530751	 31.4984234460	    5.7065	  -34.830	  -16.472	207	16.832762	 2.702902	 0.2	NGC_2632         	                            	129.37254321229	+18.69320339583
128.57499391682	+18.47091638672	 659621287774882176	206.6341830635	 30.7132118630	    5.3132	  -34.978	  -11.863	268	17.658617	 2.973541	 1.0	NGC_2632         	Gaia DR2  659621287774882176	128.57515269617	+18.47096746346
129.44468754497	+19.26716376331	 659771027514771328	206.1069003115	 31.7658351015	    5.0455	  -35.448	  -12.825	249	 6.681441	 0.286998	 1.0	NGC_2632         	Gaia DR2  659771027514771328	129.44484922396	+19.26721898199
129.26544606713	+18.66730284450	 659668635494494848	206.6946828376	 31.3945783338	    5.4263	  -36.597	  -13.049	228	13.590301	 1.617579	 1.0	NGC_2632         	Gaia DR2  659668635494494848	129.26561238718	+18.66735902762
128.89096199132	+18.92980543231	 659732132290823296	206.2597625347	 31.1570694113	    5.4065	  -35.932	  -13.136	220	14.521798	 1.960067	 1.0	NGC_2632         	Gaia DR2  659732132290823296	128.89112554406	+18.92986199002
128.84022478844	+18.49277907608	 659612285523485056	206.7160167158	 30.9557374738	    5.2401	  -34.238	  -12.168	215	15.851398	 2.458611	 1.0	NGC_2632         	Gaia DR2  659612285523485056	128.84038022845	+18.49283146602
129.50238670670	+18.96463957386	 659744914113633408	206.4623410001	 31.7100283810	    5.0356	  -36.502	  -11.277	232	16.206055	 2.839772	 0.7	NGC_2632         	                            	129.50255288860	+18.96468812754
129.39031488224	+19.31093845789	 659772195745778688	206.0374916348	 31.7331793936	    5.2543	  -36.666	  -11.994	206	15.651371	 2.492151	 0.9	NGC_2632         	                            	129.39048216127	+19.31099009865
129.40084903851	+19.26502005361	 659770340319909760	206.0921422461	 31.7263423680	    5.2895	  -34.637	  -13.012	208	13.090208	 1.393134	 1.0	NGC_2632         	Gaia DR2  659770340319909760	129.40100701645	+19.26507607743
129.36261116009	+18.81090321356	 659671624791715840	206.5759208040	 31.5317855432	    5.3980	  -35.472	  -12.812	198	17.400303	 2.822199	 1.0	NGC_2632         	Gaia DR2  659671624791715840	129.36277250455	+18.81095837627
129.48748347872	+19.23616114566	 659758967246506880	206.1577595354	 31.7927482538	    5.3575	  -35.447	  -12.503	257	11.645328	 0.966403	 1.0	NGC_2632         	Gaia DR2  659758967246506880	129.48764512260	+19.23621497795
129.42635060276	+19.13371983749	 659756493345357056	206.2465649668	 31.7026098507	    5.3457	  -35.070	  -12.018	230	 9.687124	 0.644134	 1.0	NGC_2632         	Gaia DR2  659756493345357056	129.42651042800	+19.13377158159
129.44730449795	+19.10681979113	 659755630055476992	206.2843647282	 31.7116339569	    5.4163	  -35.120	  -12.916	243	12.026661	 1.090252	 1.0	NGC_2632         	Gaia DR2  659755630055476992	129.44746452501	+19.10687540162
129.44532490975	+19.18213378755	 659757283619334656	206.2007410798	 31.7364592007	    5.1540	  -34.167	  -12.612	212	15.789783	 2.350100	 1.0	NGC_2632         	Gaia DR2  659757283619334656	129.44548066545	+19.18218808915
129.33279081263	+19.05326045685	 659749861915865216	206.2982675065	 31.5914645949	    5.2178	  -32.292	  -14.445	211	15.439257	 2.483363	 0.4	NGC_2632         	                            	129.33293790612	+19.05332265054
129.37919688094	+19.10390183171	 659750514750888192	206.2608546862	 31.6503970525	    5.3018	  -36.471	  -13.002	220	13.370219	 1.554624	 1.0	NGC_2632         	Gaia DR2  659750514750888192	129.37936306101	+19.10395781247
129.60558093559	+18.94163448193	 659696982278606080	206.5283218386	 31.7931368421	    5.5236	  -36.994	  -13.972	231	15.440974	 2.597344	 1.0	NGC_2632         	Gaia DR2  659696982278606080	129.60574933420	+18.94169463908
129.35980731045	+19.13208186559	 659750892708009088	206.2222843100	 31.6432129423	    5.3410	  -36.064	  -12.154	218	14.138555	 1.830483	 1.0	NGC_2632         	Gaia DR2  659750892708009088	129.35997166404	+19.13213419524
128.77580064506	+18.82347682209	 659729417871499392	206.3303924176	 31.0173513201	    5.1484	  -34.997	  -12.657	196	16.818300	 2.845056	 1.0	NGC_2632         	Gaia DR2  659729417871499392	128.77595984089	+18.82353131744
129.56883013906	+18.99125374829	 659703957305493632	206.4592486638	 31.7782136898	    5.4907	  -36.249	  -12.842	245	16.169046	 2.518543	 1.0	NGC_2632         	Gaia DR2  659703957305493632	129.56899519550	+18.99130904016
131.95343538529	+18.60537499852	 660225160176260992	207.8383372314	 33.7531027410	    5.3477	  -38.067	  -12.380	308	16.733366	 2.960094	 1.0	NGC_2632         	Gaia DR2  660225160176260992	131.95360832291	+18.60542830122
131.53387044300	+18.04087212073	 660088610279891584	208.3000873032	 33.1795825823	    5.5158	  -37.083	  -11.378	372	17.963413	 3.083418	 0.9	NGC_2632         	                            	131.53403836154	+18.04092110927
131.63963765131	+18.23594876028	 660118473188717824	208.1254880920	 33.3434200356	    5.5541	  -37.868	  -11.654	347	12.850705	 1.340773	 1.0	NGC_2632         	Gaia DR2  660118473188717824	131.63980931583	+18.23599893715
131.49992351677	+17.82740494456	 660066349465717504	208.5238593828	 33.0723834462	    5.3336	  -36.802	  -11.071	345	17.136406	 2.983935	 0.7	NGC_2632         	                            	131.50008996206	+17.82745261130
131.57593037651	+18.71914042790	 660194820527281792	207.5587854358	 33.4587362817	    5.0928	  -37.916	  -12.136	319	17.159420	 2.930614	 0.9	NGC_2632         	                            	131.57610274369	+18.71919268004
131.93781412796	+18.35660525779	 660123420991093504	208.1115663358	 33.6509426149	    5.4704	  -38.450	  -11.132	346	15.408853	 2.600992	 0.8	NGC_2632         	                            	131.93798855223	+18.35665318716
132.11582215614	+18.34547852084	 660204406894385920	208.1964264781	 33.8048538983	    5.4920	  -38.429	  -11.164	352	11.260693	 0.890063	 0.8	NGC_2632         	                            	132.11599647392	+18.34552658798
131.08448297130	+18.04981157720	 660134446170679040	208.1066280263	 32.7842152898	    5.3196	  -35.994	  -11.070	408	12.637868	 1.244275	 1.0	NGC_2632         	Gaia DR2  660134446170679040	131.08464596693	+18.04985923963
131.23499623052	+18.37132538813	 660158674082552320	207.8102883936	 33.0330474110	    5.4834	  -37.811	  -12.060	408	14.994840	 2.225618	 1.0	NGC_2632         	Gaia DR2  660158674082552320	131.23516777067	+18.37137731305
131.09398016585	+18.38585508810	 660160976185029120	207.7371306161	 32.9132431887	    5.3919	  -37.991	  -11.987	394	16.843370	 2.925753	 0.9	NGC_2632         	                            	131.09415253714	+18.38590669872
131.78781380739	+18.19365616725	 660114418739656576	208.2331510358	 33.4597001520	    5.5211	  -37.417	  -11.282	367	16.030308	 2.535758	 0.8	NGC_2632         	                            	131.78798338622	+18.19370474245
132.09373744009	+18.61238757740	 660230348496832128	207.8870266654	 33.8799608729	    5.3113	  -36.890	  -11.326	377	15.861176	 2.451791	 0.8	NGC_2632         	                            	132.09390503752	+18.61243634205
131.40348406981	+18.72357656389	 660197019550544256	207.4847179125	 33.3075119866	    5.5034	  -37.412	  -11.752	379	17.683899	 3.054661	 0.9	NGC_2632         	                            	131.40365415025	+18.72362716270
132.00707149073	+18.67707182950	 660225916090501376	207.7792365229	 33.8259778739	    5.3639	  -38.176	  -11.993	350	10.246216	 0.855911	 0.8	NGC_2632         	                            	132.00724499676	+18.67712346595
131.92400221837	+18.94125519114	 660298621296880256	207.4482106842	 33.8452530163	    5.4349	  -38.853	  -12.974	361	16.358843	 2.758551	 0.9	NGC_2632         	                            	131.92417907884	+18.94131105133
131.96035614384	+19.15302297056	 660327960217390848	207.2235948931	 33.9514016487	    5.1582	  -37.742	  -11.446	329	17.411850	 2.922117	 0.7	NGC_2632         	                            	131.96052816635	+19.15307225187
132.10587893045	+19.16089255812	 660325795553877376	207.2723921016	 34.0830162930	    5.4547	  -36.863	  -12.172	319	17.659216	 2.903608	 1.0	NGC_2632         	Gaia DR2  660325795553877376	132.10604695463	+19.16094496527
132.49723701535	+19.16688833316	 660317068180478336	207.4209553933	 34.4317493906	    5.1322	  -37.106	  -12.058	356	16.876245	 2.905495	 0.9	NGC_2632         	                            	132.49740615329	+19.16694024947
131.97417704676	+19.13144110837	 660327685339473152	207.2534656850	 33.9561272121	    5.4179	  -37.243	  -12.281	347	17.466310	 2.919962	 1.0	NGC_2632         	Gaia DR2  660327685339473152	131.97434677272	+19.13149398482
131.63748027086	+18.90665551438	 660295357121694080	207.3728840658	 33.5792997745	    5.3468	  -37.443	  -12.742	315	12.885399	 1.328458	 1.0	NGC_2632         	Gaia DR2  660295357121694080	131.63765067766	+18.90671037569
131.72360038929	+19.04907214674	 660302744465435904	207.2469306513	 33.7054729933	    5.1968	  -38.243	  -11.678	378	17.681456	 3.017155	 0.7	NGC_2632         	                            	131.72377458581	+19.04912242694
131.77052331287	+18.92845207784	 660297796663113344	207.4014196254	 33.7048014856	    5.4046	  -37.641	  -12.125	349	17.526632	 2.990850	 1.0	NGC_2632         	Gaia DR2  660297796663113344	131.77069464313	+18.92850428262
131.63847164133	+18.76091258484	 660288863131147264	207.5369799312	 33.5288926611	    5.3569	  -37.354	  -12.104	340	 9.078867	 0.520556	 1.0	NGC_2632         	Gaia DR2  660288863131147264	131.63864149565	+18.76096469921
130.63340264328	+18.59106230160	 660928259206807808	207.3239879668	 32.5783344857	    5.4470	  -35.822	  -11.841	440	15.129478	 2.202479	 1.0	NGC_2632         	Gaia DR2  660928259206807808	130.63356536822	+18.59111328361
130.84949903593	+18.67912910473	 660933073866203264	207.3126407611	 32.8010318160	    5.3805	  -35.964	  -11.757	542	15.602067	 2.370339	 1.0	NGC_2632         	Gaia DR2  660933073866203264	130.84966249063	+18.67917972508
131.33800671268	+18.88422911404	 660953998946909952	207.2786857954	 33.3061634265	    5.3009	  -36.947	  -11.709	368	17.531176	 2.935581	 0.9	NGC_2632         	                            	131.33817483961	+18.88427952771
130.89405574140	+18.75377502490	 660957400560960256	207.2473640128	 32.8669449308	    5.5214	  -36.567	  -12.399	508	17.333862	 2.954346	 1.0	NGC_2632         	Gaia DR2  660957400560960256	130.89422201008	+18.75382840941
130.55282802496	+18.68355709285	 660976676374207616	207.1892061323	 32.5398669064	    5.3954	  -37.255	  -12.789	411	17.444042	 2.824600	 1.0	NGC_2632         	Gaia DR2  660976676374207616	130.55299735162	+18.68361215652
131.11518836053	+18.96926159376	 660966849487603840	207.0949308197	 33.1387559114	    5.3423	  -36.056	  -11.280	207	16.716911	 2.822311	 1.0	NGC_2632         	Gaia DR2  660966849487603840	131.11535251649	+18.96931016035
130.95046052221	+18.80069815987	 660957980380034688	207.2175840308	 32.9334914958	    5.3302	  -36.270	  -11.906	465	 9.979712	 0.646477	 1.0	NGC_2632         	Gaia DR2  660957980380034688	130.95062548636	+18.80074942174
130.68571144122	+18.46661411571	 660923105246007552	207.4829548084	 32.5803005868	    5.3193	  -37.309	  -12.726	420	17.763489	 2.992899	 1.0	NGC_2632         	Gaia DR2  660923105246007552	130.68588079768	+18.46666890813
131.15040160311	+18.59914477512	 660939258619177984	207.5222680448	 33.0392054850	    5.4297	  -36.977	  -11.868	379	13.747875	 1.961114	 1.0	NGC_2632         	Gaia DR2  660939258619177984	131.15056958273	+18.59919587338
131.05515834607	+18.98342194893	 660969666987531008	207.0552859664	 33.0905848248	    5.3158	  -37.376	  -11.898	422	14.341545	 1.910023	 1.0	NGC_2632         	Gaia DR2  660969666987531008	131.05532852620	+18.98347317635
130.39854900957	+18.74299793849	 660981349298550272	207.0618277800	 32.4243703381	    5.4064	  -36.358	  -12.050	375	15.977054	 2.575240	 1.0	NGC_2632         	Gaia DR2  660981349298550272	130.39871431738	+18.74304982036
130.38464593635	+18.66959463946	 660978669238963200	207.1375561523	 32.3859820985	    5.4714	  -36.327	  -12.388	403	16.627035	 2.664880	 1.0	NGC_2632         	Gaia DR2  660978669238963200	130.38481103158	+18.66964797661
130.97763682781	+18.89352914235	 660962863759344768	207.1248798075	 32.9903162570	    5.3334	  -36.311	  -12.918	493	12.399532	 1.172947	 1.0	NGC_2632         	Gaia DR2  660962863759344768	130.97780206981	+18.89358476144
131.13689116570	+18.96399115365	 660966883848803072	207.1094389837	 33.1561190614	    5.4353	  -36.671	  -11.880	346	16.173086	 2.682308	 1.0	NGC_2632         	Gaia DR2  660966883848803072	131.13705811636	+18.96404230358
131.07094887960	+18.73655707097	 660944717521395840	207.3371885636	 33.0175225622	    5.3418	  -35.867	  -11.742	388	12.078376	 1.077668	 1.0	NGC_2632         	Gaia DR2  660944717521395840	131.07111194877	+18.73660762673
130.80365466744	+18.53072025592	 660917921221670400	207.4592116972	 32.7076588969	    5.3798	  -38.189	  -11.996	460	15.863873	 2.484299	 1.0	NGC_2632         	Gaia DR2  660917921221670400	130.80382808338	+18.53077190529
130.65319265587	+18.38880013342	 660909189551857664	207.5560845694	 32.5236687387	    5.3630	  -35.433	  -10.232	369	 9.972106	 0.663051	 0.8	NGC_2632         	                            	130.65335342384	+18.38884418780
130.91371119123	+18.42552113335	 660913179577777152	207.6203153798	 32.7676482955	    5.3334	  -37.068	  -11.310	464	16.284885	 2.654902	 0.8	NGC_2632         	                            	130.91387941347	+18.42556982911
131.05500716597	+18.81978214530	 660958671871347584	207.2379694410	 33.0328165320	    5.0546	  -36.311	  -16.083	430	13.658253	 1.619410	 0.5	NGC_2632         	                            	131.05517233536	+18.81985139148
131.32485486497	+18.89031714977	 660954067666386944	207.2666286979	 33.2966576737	    5.5039	  -37.772	  -12.597	347	 9.509775	 0.581303	 1.0	NGC_2632         	Gaia DR2  660954067666386944	131.32502675230	+18.89037138677
131.33536530109	+18.87534292496	 660953998946910720	207.2875854491	 33.3006966647	    5.3128	  -37.951	  -12.683	356	 8.387611	 0.356419	 1.0	NGC_2632         	Gaia DR2  660953998946910720	131.33553798755	+18.87539753224
131.11322659683	+18.87237514909	 660965097142415872	207.2024339229	 33.1029237107	    5.2389	  -36.321	  -11.215	397	17.712389	 3.074202	 0.5	NGC_2632         	                            	131.11339186346	+18.87242343582
131.31204838701	+18.76104484813	 660948123431659648	207.4062048560	 33.2397448535	    5.2537	  -36.185	  -11.602	388	17.320950	 2.893864	 0.9	NGC_2632         	                            	131.31221292584	+18.76109480111
130.66737535772	+19.13303660331	 661029727808613760	206.7350419370	 32.7998910007	    5.3654	  -35.558	  -11.661	424	11.919540	 1.027458	 1.0	NGC_2632         	Gaia DR2  661029727808613760	130.66753740626	+19.13308681032
130.47313310606	+19.60842838809	 661249595777725568	206.1289836695	 32.7937805923	    5.6285	  -36.326	  -14.024	378	17.651781	 2.901880	 1.0	NGC_2632         	Gaia DR2  661249595777725568	130.47329913825	+19.60848876913
129.80055741569	+19.11555998142	 661207024061875456	206.4134050304	 32.0270356446	    5.3448	  -35.614	  -12.332	222	10.447190	 0.732429	 1.0	NGC_2632         	Gaia DR2  661207024061875456	129.80071970227	+19.11561307746
130.38962306945	+19.55000169881	 661247602912908032	206.1617123637	 32.6997236954	    5.3938	  -36.508	  -13.690	379	17.702526	 2.933657	 1.0	NGC_2632         	Gaia DR2  661247602912908032	130.38978987298	+19.55006064179
130.66416534959	+19.41435975176	 661229701489213824	206.4200031924	 32.8952964550	    5.3607	  -36.805	  -13.133	441	17.415789	 2.937765	 1.0	NGC_2632         	Gaia DR2  661229701489213824	130.66433336932	+19.41441629654
129.44404508975	+19.43828755928	 661277461525418752	205.9181138000	 31.8253129716	    5.3281	  -36.010	  -13.795	220	10.504278	 0.745722	 1.0	NGC_2632         	Gaia DR2  661277461525418752	129.44420950442	+19.43834695434
130.63423705352	+19.39613062200	 661229564050262528	206.4286573541	 32.8624893527	    5.1369	  -38.032	  -12.515	409	10.845135	 0.809019	 0.9	NGC_2632         	                            	130.63441065521	+19.39618450595
130.40569856619	+19.52048354533	 661246675199973504	206.2008592128	 32.7036836377	    5.4109	  -36.727	  -12.226	343	13.157662	 1.433556	 1.0	NGC_2632         	Gaia DR2  661246675199973504	130.40586633965	+19.52053618497
129.87233737140	+19.78654942746	 661313023854578560	205.6984650319	 32.3247256501	    5.0095	  -35.334	  -12.812	222	12.312512	 1.266691	 1.0	NGC_2632         	Gaia DR2  661313023854578560	129.87249904938	+19.78660459017
131.83064272096	+19.21440609162	 661079652509975936	207.1029069523	 33.8578962368	    5.4935	  -37.594	  -11.847	370	17.112408	 2.925193	 1.0	NGC_2632         	Gaia DR2  661079652509975936	131.83081413279	+19.21445709946
129.94690059350	+19.65948558622	 661296290661998208	205.8683127765	 32.3465610949	    5.0137	  -37.268	  -11.896	217	16.887651	 2.877085	 0.8	NGC_2632         	                            	129.94707098536	+19.65953680503
129.94459848119	+19.73677266010	 661308935045711872	205.7815972175	 32.3713093977	    5.4184	  -34.561	  -13.010	221	17.621845	 2.880299	 0.9	NGC_2632         	                            	129.94475657280	+19.73682867531
131.67821735140	+19.42615958690	 661098550366013696	206.8037803525	 33.7963959808	    5.2879	  -36.326	  -12.135	365	17.009651	 2.855095	 0.9	NGC_2632         	                            	131.67838319647	+19.42621183474
129.92755814056	+19.77839874235	 661311443306610688	205.7287865197	 32.3706634994	    5.3700	  -36.879	  -13.103	260	 6.592484	 0.355759	 1.0	NGC_2632         	Gaia DR2  661311443306610688	129.92772687937	+19.77845515797
130.16451170667	+18.81822562044	 660996020906770560	206.8855547916	 32.2438927526	    5.4427	  -35.796	  -11.807	239	13.653997	 1.603078	 1.0	NGC_2632         	Gaia DR2  660996020906770560	130.16467453193	+18.81827645606
129.79092405464	+19.78298429608	 661313504890920448	205.6710744364	 32.2516143513	    5.2835	  -34.722	  -14.535	227	14.967959	 2.474499	 1.0	NGC_2632         	Gaia DR2  661313504890920448	129.79108292874	+19.78304687726
129.91861010772	+19.31490776104	 661216949728995584	206.2392955086	 32.2014470033	    5.5423	  -37.791	  -12.599	233	17.116632	 2.796360	 1.0	NGC_2632         	Gaia DR2  661216949728995584	129.91878252346	+19.31496200665
130.84318071114	+19.20015773692	 661024024093555840	206.7294058471	 32.9789407086	    5.4377	  -36.235	  -11.704	490	16.420282	 2.734132	 1.0	NGC_2632         	Gaia DR2  661024024093555840	130.84334591223	+19.20020812907
130.01020479476	+19.67643785990	 661296565539900544	205.8739597599	 32.4083518892	    5.3739	  -35.621	  -12.867	213	16.602980	 2.691328	 1.0	NGC_2632         	Gaia DR2  661296565539900544	130.01036767365	+19.67649325941
129.79210047615	+19.67837130001	 661285707862587520	205.7875389897	 32.2164011514	    5.2725	  -35.825	  -13.293	225	 9.320175	 0.554568	 1.0	NGC_2632         	Gaia DR2  661285707862587520	129.79226428982	+19.67842853369
129.77528882892	+19.67675863949	 661288628440350080	205.7828332598	 32.2009955323	    5.1740	  -35.394	  -13.226	247	 7.367332	 0.374707	 1.0	NGC_2632         	Gaia DR2  661288628440350080	129.77545067017	+19.67681558470
129.81980507842	+19.79511774286	 661313917207778304	205.6687289699	 32.2813093557	    5.4035	  -36.002	  -13.753	233	15.536130	 2.309619	 1.0	NGC_2632         	Gaia DR2  661313917207778304	129.81996982184	+19.79517695709
130.78085678859	+19.23863174717	 661036840275967744	206.6619319735	 32.9372474867	    5.6930	  -37.868	  -14.330	444	16.564734	 2.924464	 1.0	NGC_2632         	Gaia DR2  661036840275967744	130.78102947521	+19.23869344570
130.78074593730	+19.23747841766	 661036840275967872	206.6631760240	 32.9367464947	    5.6662	  -38.294	  -13.749	464	15.736998	 2.463855	 0.9	NGC_2632         	                            	130.78092056535	+19.23753761466
130.00912056456	+18.94910530641	 661189260077235072	206.6793837170	 32.1527389640	    5.2934	  -36.007	  -11.325	259	14.654664	 2.380531	 1.0	NGC_2632         	Gaia DR2  661189260077235072	130.00928447762	+18.94915406675
130.16407337737	+19.71537639946	 661303471844671104	205.8901158074	 32.5577398389	    5.5071	  -35.051	  -12.710	245	16.573920	 2.730577	 1.0	NGC_2632         	Gaia DR2  661303471844671104	130.16423368890	+19.71543112300
130.11689750474	+19.72618881680	 661297901272035456	205.8598613579	 32.5198117666	    5.0749	  -35.121	  -13.438	255	17.726340	-0.093290	 1.0	NGC_2632         	Gaia DR2  661297901272035456	130.11705814730	+19.72624667478
130.04812411915	+19.65321797142	 661295672186702336	205.9144258345	 32.4337958249	    5.2646	  -35.409	  -13.195	254	15.935430	 2.833266	 1.0	NGC_2632         	Gaia DR2  661295672186702336	130.04828600522	+19.65327478315
130.08243936601	+18.92722938170	 661186373859208832	206.7325391223	 32.2098701435	    5.2942	  -36.766	  -11.225	222	15.131117	 2.480150	 0.8	NGC_2632         	                            	130.08260671231	+18.92727771149
130.00693505219	+18.99978595013	 661190015991474688	206.6225170961	 32.1687155862	    5.3239	  -36.176	  -12.467	252	10.039619	 0.819193	 1.0	NGC_2632         	Gaia DR2  661190015991474688	130.00709978468	+18.99983962742
130.05928064569	+18.95867347043	 661186683096853248	206.6886248034	 32.2004983920	    5.3885	  -36.150	  -12.443	263	13.337796	 1.507363	 1.0	NGC_2632         	Gaia DR2  661186683096853248	130.05944521917	+18.95872704439
131.64510662302	+19.25717926022	 661061098251203968	206.9813880006	 33.7085116170	    5.2126	  -37.588	  -12.776	343	16.697615	 2.769613	 1.0	NGC_2632         	Gaia DR2  661061098251203968	131.64527805215	+19.25723426792
130.66950009425	+19.54312867922	 661235989321322240	206.2782251808	 32.9447201813	    5.3513	  -37.018	  -12.479	447	 9.665733	 0.599086	 1.0	NGC_2632         	Gaia DR2  661235989321322240	130.66966922074	+19.54318240817
130.11747100810	+18.93575778663	 661185755383916160	206.7369612021	 32.2438816055	    5.5108	  -35.869	  -13.508	241	14.976987	 2.119336	 1.0	NGC_2632         	Gaia DR2  661185755383916160	130.11763427990	+18.93581594600
130.12159478312	+18.95258151906	 661185789743653888	206.7199831946	 32.2534769597	    5.4717	  -33.003	  -10.216	210	14.187969	 2.102668	 0.4	NGC_2632         	                            	130.12174502433	+18.95262550456
130.04504601016	+18.98244004690	 661189706753828608	206.6567295537	 32.1963030465	    5.4500	  -35.615	  -10.476	235	15.808618	 2.734459	 0.8	NGC_2632         	                            	130.04520817115	+18.98248515183
130.22408528592	+19.37883652575	 661238635021126656	206.2876978020	 32.4938311205	    5.5244	  -37.194	  -13.923	279	14.913074	 2.126146	 1.0	NGC_2632         	Gaia DR2  661238635021126656	130.22425504443	+19.37889647192
130.62805763242	+19.49188494883	 661235439565517568	206.3193409326	 32.8903104004	    5.3659	  -36.249	  -12.555	421	17.010246	 2.764167	 1.0	NGC_2632         	Gaia DR2  661235439565517568	130.62822319304	+19.49193900500
130.02365258645	+19.02513090012	 661190153430426880	206.6010919403	 32.1924506113	    5.3326	  -34.846	  -12.641	231	12.309350	 1.295559	 1.0	NGC_2632         	Gaia DR2  661190153430426880	130.02381128678	+19.02518532658
130.70683276488	+18.85968692541	 660986297100929792	207.0549454461	 32.7386152484	    5.4646	  -37.360	  -12.478	438	15.124488	 2.250853	 1.0	NGC_2632         	Gaia DR2  660986297100929792	130.70700274627	+18.85974065006
